state,market,family,count,avg_duration_bars,median_duration_bars,min_duration_bars,max_duration_bars,fast_exit_proxy_count,medium_hold_proxy_count,long_hold_proxy_count,exit_reason_available,proxy_bucket_definition,source,notes
C_post_trend_fail_patch_current_source,BNBUSDT,Long2,50,8.9,7.5,1.0,28.0,28,20,2,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,BNBUSDT,Short1,0,,,,,0,0,0,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,BNBUSDT,Short2,0,,,,,0,0,0,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,BTCUSDT,Long1,171,8.707602339181287,6.0,1.0,49.0,107,57,7,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,BTCUSDT,Long2,52,9.076923076923077,4.5,1.0,48.0,33,14,5,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,BTCUSDT,Short1,1,16.0,16.0,16.0,16.0,0,1,0,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,BTCUSDT,Short2,0,,,,,0,0,0,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,DOGEUSDT,Long1,54,8.555555555555555,6.0,1.0,27.0,36,17,1,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,DOGEUSDT,Long2,13,6.0,6.0,2.0,14.0,12,1,0,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,DOGEUSDT,Short1,34,9.294117647058824,7.5,1.0,27.0,20,12,2,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,DOGEUSDT,Short2,0,,,,,0,0,0,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,DOTUSDT,Long1,45,8.733333333333333,6.0,1.0,25.0,27,17,1,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,DOTUSDT,Long2,10,7.0,3.5,1.0,20.0,7,3,0,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,DOTUSDT,Short1,68,8.382352941176471,7.0,1.0,19.0,37,31,0,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,DOTUSDT,Short2,0,,,,,0,0,0,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,ETCUSDT,Long1,55,9.090909090909092,6.0,1.0,32.0,32,21,2,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,ETCUSDT,Long2,19,4.2631578947368425,4.0,1.0,11.0,17,2,0,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,ETCUSDT,Short1,28,7.142857142857143,6.0,2.0,20.0,17,11,0,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,ETCUSDT,Short2,0,,,,,0,0,0,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,ETHUSDT,Long1,156,9.211538461538462,7.0,1.0,48.0,96,50,10,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,ETHUSDT,Long2,50,9.44,6.5,2.0,38.0,29,17,4,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,ETHUSDT,Short1,3,14.0,15.0,6.0,21.0,1,2,0,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,ETHUSDT,Short2,0,,,,,0,0,0,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,FILUSDT,Long1,9,9.555555555555555,8.0,4.0,19.0,5,4,0,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,FILUSDT,Long2,3,6.666666666666667,3.0,2.0,15.0,2,1,0,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,FILUSDT,Short1,65,8.153846153846153,7.0,1.0,26.0,42,22,1,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,FILUSDT,Short2,0,,,,,0,0,0,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,LINKUSDT,Long1,119,7.5966386554621845,6.0,1.0,37.0,77,39,3,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,LINKUSDT,Long2,36,5.472222222222222,4.5,1.0,32.0,30,5,1,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,LINKUSDT,Short1,12,6.833333333333333,6.5,2.0,13.0,7,5,0,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,LINKUSDT,Short2,0,,,,,0,0,0,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,LTCUSDT,Long1,100,7.79,6.0,1.0,29.0,65,34,1,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,LTCUSDT,Long2,45,5.955555555555556,5.0,1.0,17.0,34,11,0,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,LTCUSDT,Short1,25,7.36,7.0,1.0,18.0,18,7,0,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,LTCUSDT,Short2,0,,,,,0,0,0,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,NEARUSDT,Long1,79,7.2784810126582276,7.0,1.0,24.0,55,24,0,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,NEARUSDT,Long2,24,4.166666666666667,3.5,1.0,12.0,22,2,0,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,NEARUSDT,Short1,34,7.852941176470588,6.5,1.0,21.0,21,13,0,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,NEARUSDT,Short2,0,,,,,0,0,0,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,SOLUSDT,Long1,109,7.807339449541284,7.0,1.0,28.0,67,38,4,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,SOLUSDT,Long2,39,8.025641025641026,7.0,1.0,24.0,22,17,0,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,SOLUSDT,Short1,14,6.642857142857143,6.5,1.0,13.0,10,4,0,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,SOLUSDT,Short2,0,,,,,0,0,0,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,TRXUSDT,Long1,180,7.877777777777778,6.0,1.0,43.0,122,52,6,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,TRXUSDT,Long2,49,6.857142857142857,5.0,1.0,32.0,36,11,2,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,TRXUSDT,Short1,7,10.142857142857142,11.0,5.0,14.0,3,4,0,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,TRXUSDT,Short2,0,,,,,0,0,0,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,UNIUSDT,Long1,26,7.8076923076923075,6.5,1.0,22.0,15,11,0,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,UNIUSDT,Long2,8,4.5,3.0,2.0,12.0,7,1,0,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,UNIUSDT,Short1,47,8.914893617021276,7.0,1.0,40.0,27,19,1,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,UNIUSDT,Short2,0,,,,,0,0,0,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,XRPUSDT,Long1,60,8.116666666666667,6.0,1.0,42.0,39,19,2,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,XRPUSDT,Long2,15,6.866666666666666,4.0,2.0,26.0,12,2,1,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,XRPUSDT,Short1,37,10.945945945945946,8.0,1.0,29.0,19,16,2,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
C_post_trend_fail_patch_current_source,XRPUSDT,Short2,0,,,,,0,0,0,False,fast<=8 bars; medium=9-24 bars; long>24 bars; descriptive proxy only,current source instrumented FractionalBacktest validation run,"exit reason unavailable; duration proxy only, no final exit labels"
